url,action,target,gsc_clicks,gsc_impressions,reason
"https://www.jbklutse.com/banks-in-ghana-embrace-contactless-payment-cards/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/basic-things-you-should-know-how-to-do-on-jumia/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/bbnaija-2020-grand-prize-for-season-5-winner/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/beast-funnels-review/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/becoming-a-pro-in-bitcoin-dice-games/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/ben-stuart-dating/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/benefits-of-learning-modern-greek/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/benefits-of-living-in-a-smart-world/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/benefits-of-real-device-testings/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/benewah-diaries-needs-swear-words/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/best-apps-for-learning-french/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/best-apps-to-mirror-android-to-pc-without-rooting/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/best-dating-apps-vegas/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/best-dating-sites-for-older-gay-men/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/best-delta-8-concentrate-for-sale-top-vendors-for-2021/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/best-free-firewall-software-for-windows-10/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/best-message-to-send-a-girl-on-a-dating-site/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/best-party-outfit-ideas/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/best-time-to-introduce-him-or-her-to-your-parents/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/best-working-tips-for-improving-sites-alexa-rank-and-blog-traffic/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/bing-introduces-amp-viewer-mobile-search/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/bishop-david-oyedepo-wci-prophetic-declarations-april-24-2017/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/bishop-david-oyedepo-wci-prophetic-declarations-february-26-2017/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/boomplay-and-sony-music-entertainment-join-forces-to-expand-african-footprint/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/boost-your-bust-reviews/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/bright-hodzor/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/bringing-bitcoin-trading-to-you/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/businesses-in-ghana-to-obtain-data-protection-certificate-before-they-can-operate/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
"https://www.jbklutse.com/busy-great-things-happen/",410_gone,,0,0,"not in GSC top 1000 - zero/negligible traffic, drop link equity preservation"
